PHRASES,MEANING,TEMIZ,,
lash out,to verbally or physically attack someone or something,lash out,lash out,lash out | to verbally or physically attack someone or something
laugh off,to joke about something in order to make it seem less serious,laugh off,laugh off,laugh off | to joke about something in order to make it seem less serious
launch into,"to start off something, like a speech or a song, in an energetic way",launch into,launch into,"launch into | to start off something, like a speech or a song, in an energetic way"
lay aside,"to keep something for the future, such as money",lay aside,lay aside,"lay aside | to keep something for the future, such as money"
lay down,"to officially state something like a policy, or rules, regulations, conditions, guidelines, etc.",lay down,lay down,"lay down | to officially state something like a policy, or rules, regulations, conditions, guidelines, etc."
lay into (1) INFORMAL,to attack someone and repeatedly punch and kick them,lay into (1),lay into,lay into | to attack someone and repeatedly punch and kick them
lay into (2) INFORMAL,"If you lay into someone, you criticize them in an angry way.",lay into (2),lay into,"lay into | If you lay into someone, you criticize them in an angry way."
lay off,"If you lay someone off, you stop employing them and tell them they no longer have a job.",lay off,lay off,"lay off | If you lay someone off, you stop employing them and tell them they no longer have a job."
lay out (1),"If you lay things out, you spread them out so they're easy to see or easy to use.",lay out (1),lay out,"lay out | If you lay things out, you spread them out so they're easy to see or easy to use."
lay out (2),to explain an idea or a plan clearly and in detail,lay out (2),lay out,lay out | to explain an idea or a plan clearly and in detail
laze around,to relax and do very little,laze around,laze around,laze around | to relax and do very little
lead to,to cause something to happen,lead to,lead to,lead to | to cause something to happen
lead up to,"If a period of time or a series of events leads up to a particular event, it happens just before it.",lead up to,lead up to,"lead up to | If a period of time or a series of events leads up to a particular event, it happens just before it."
leave behind,"If you left something behind, you forgot to bring it with you.",leave behind,leave behind,"leave behind | If you left something behind, you forgot to bring it with you."
leave in,"If you leave something in, you don't take it out or cut it out.",leave in,leave in,"leave in | If you leave something in, you don't take it out or cut it out."
leave out,"If you leave something out, you don't include it or count it.",leave out,leave out,"leave out | If you leave something out, you don't include it or count it."
leave to,to give someone responsibility for dealing with something or making a decision about something,leave to,leave to,leave to | to give someone responsibility for dealing with something or making a decision about something
leave up to,"If you leave something up to someone, you let them do it or you give them responsibility for it.",leave up to,leave up to,"leave up to | If you leave something up to someone, you let them do it or you give them responsibility for it."
let down (1),"If you let someone down, you disappoint them by not doing what they expect you to do.",let down (1),let down,"let down | If you let someone down, you disappoint them by not doing what they expect you to do."
let down (2),to release the air from something like a tyre or a blow-up mattress,let down (2),let down,let down | to release the air from something like a tyre or a blow-up mattress
let go of,to stop holding something or someone,let go of,let go of,let go of | to stop holding something or someone
let in,"If you let someone in, you allow them to enter a room or a building.",let in,let in,"let in | If you let someone in, you allow them to enter a room or a building."
let off (1),to give someone little or no punishment for doing something wrong,let off (1),let off,let off | to give someone little or no punishment for doing something wrong
let off (2),to make something explode,let off (2),let off,let off | to make something explode
let out (1),to allow somebody or something to leave a place,let out (1),let out,let out | to allow somebody or something to leave a place
let out (2),to make a particular sound or noise,let out (2),let out,let out | to make a particular sound or noise
let out (3),to rent a room or a building to somebody,let out (3),let out,let out | to rent a room or a building to somebody
let up,to become weaker or to become less intense,let up,let up,let up | to become weaker or to become less intense
level with INFORMAL,"If you level with someone, you tell them the truth about something.",level with,level with,"level with | If you level with someone, you tell them the truth about something."
lie down,"to lie on a flat surface, such as a bed, usually to have a rest",lie down,lie down,"lie down | to lie on a flat surface, such as a bed, usually to have a rest"
lift up,to move something to a higher position,lift up,lift up,lift up | to move something to a higher position
light up,"If something lights up, it becomes full of light or colour.",light up,light up,"light up | If something lights up, it becomes full of light or colour."
lighten up INFORMAL,to become less serious or more easy-going,lighten up,lighten up,lighten up | to become less serious or more easy-going
line up,"If you line up, you join a line of people standing one behind the other, or side by side.",line up,line up,"line up | If you line up, you join a line of people standing one behind the other, or side by side."
listen in,to try to hear what people are saying when they don't know you're listening,listen in,listen in,listen in | to try to hear what people are saying when they don't know you're listening
live down,to have people forget about something embarrassing or silly that you've done,live down,live down,live down | to have people forget about something embarrassing or silly that you've done
live for,"to believe that something or someone gives your life meaning, or gives you a reason to live",live for,live for,"live for | to believe that something or someone gives your life meaning, or gives you a reason to live"
live off,to depend on something for the money or food you need to live,live off,live off,live off | to depend on something for the money or food you need to live
live on,"If you live on a certain amount of money, you spend that much on your usual living expenses.",live on,live on,"live on | If you live on a certain amount of money, you spend that much on your usual living expenses."
live together,"If two people live together, they live in the same place and are in a sexual relationship without being married.",live together,live together,"live together | If two people live together, they live in the same place and are in a sexual relationship without being married."
live up to,to be as good as expected,live up to,live up to,live up to | to be as good as expected
live with,"to accept something in your life that you cannot change, even though you don't like it or want it",live with,live with,"live with | to accept something in your life that you cannot change, even though you don't like it or want it"
lock up,to lock the doors and windows of a building or a car to make it secure,lock up,lock up,lock up | to lock the doors and windows of a building or a car to make it secure
log in,"to do certain things, like typing in a username and password, in order to access an online application or a computer network",log in,log in,"log in | to do certain things, like typing in a username and password, in order to access an online application or a computer network"
log out,"to stop accessing a computer system, or to stop using an online application",log out,log out,"log out | to stop accessing a computer system, or to stop using an online application"
long for,to want something you miss very much,long for,long for,long for | to want something you miss very much
look after,to make sure something or someone has everything they need and is healthy,look after,look after,look after | to make sure something or someone has everything they need and is healthy
look at (1),to focus your eyes on something,look at (1),look at,look at | to focus your eyes on something
look at (2),to think carefully before doing something,look at (2),look at,look at | to think carefully before doing something
look back on,"If you look back on something, you think about a period of time in the past or an event in the past.",look back on,look back on,"look back on | If you look back on something, you think about a period of time in the past or an event in the past."
look down on,"to think that someone is not as good as you are, or not as important as you are",look down on,look down on,"look down on | to think that someone is not as good as you are, or not as important as you are"
look for,"If you are looking for something, you're trying to find it.",look for,look for,"look for | If you are looking for something, you're trying to find it."
look forward to,"If you're looking forward to something that's going to happen, you feel excited or happy about it.",look forward to,look forward to,"look forward to | If you're looking forward to something that's going to happen, you feel excited or happy about it."
look into,"If you look into something, you investigate it or you try to find out more about it.",look into,look into,"look into | If you look into something, you investigate it or you try to find out more about it."
look on,to watch an event or an activity without being involved in it,look on,look on,look on | to watch an event or an activity without being involved in it
Look out!,"If someone is in immediate danger, you can warn them by shouting ""Look out!"".",Look out!,Look out!,"Look out! | If someone is in immediate danger, you can warn them by shouting ""Look out!""."
look up (1),to try to find out something by looking in a reference book or on a reference website,look up (1),look up,look up | to try to find out something by looking in a reference book or on a reference website
look up (2),"If a situation is looking up, it seems to be getting better.",look up (2),look up,"look up | If a situation is looking up, it seems to be getting better."
look up to,"If someone looks up to another person, they respect or admire them.",look up to,look up to,"look up to | If someone looks up to another person, they respect or admire them."
lose out,"If you lose out, you fail to benefit from something that others are benefitting from.",lose out,lose out,"lose out | If you lose out, you fail to benefit from something that others are benefitting from."
mail out,to mail copies of something like a catalog or a CV to many people,mail out,mail out,mail out | to mail copies of something like a catalog or a CV to many people
major in,"If you major in a field of study at university or college, that field is your main area of study.",major in,major in,"major in | If you major in a field of study at university or college, that field is your main area of study."
make for,to move towards something,make for,make for,make for | to move towards something
make into,to change someone or something into someone or something different,make into,make into,make into | to change someone or something into someone or something different
make of (1),"to understand, or to make sense of, someone or something",make of (1),make of,"make of | to understand, or to make sense of, someone or something"
make of (2),to use a chance or a talent to achieve success,make of (2),make of,make of | to use a chance or a talent to achieve success
make off with,"If you make off with something, you escape with something that you've stolen or something you got by cheating people.",make off with,make off with,"make off with | If you make off with something, you escape with something that you've stolen or something you got by cheating people."
make out (1),"to see or hear something, but only with difficulty",make out (1),make out,"make out | to see or hear something, but only with difficulty"
make out (2) INFORMAL,"to hug, kiss and touch in a sexual way",make out (2),make out,"make out | to hug, kiss and touch in a sexual way"
make out (3),to write the details on a check or a legal document,make out (3),make out,make out | to write the details on a check or a legal document
make out (4),to create a false idea or image of someone or something,make out (4),make out,make out | to create a false idea or image of someone or something
make over (1),to officially transfer ownership of something to someone,make over (1),make over,make over | to officially transfer ownership of something to someone
make over (2),to make someone or something look better,make over (2),make over,make over | to make someone or something look better
make up (1),to invent a story or think of an explanation for something,make up (1),make up,make up | to invent a story or think of an explanation for something
make up (2),"If you make up with someone, you become friends again after having an argument or a disagreement with them.",make up (2),make up,"make up | If you make up with someone, you become friends again after having an argument or a disagreement with them."
make up for,to do something to improve the situation after you've done something wrong,make up for,make up for,make up for | to do something to improve the situation after you've done something wrong
map out,"If you map out something, you plan in detail the future of something.",map out,map out,"map out | If you map out something, you plan in detail the future of something."
march on,to walk in a group towards a place in order to protest against something or to demand something,march on,march on,march on | to walk in a group towards a place in order to protest against something or to demand something
mark down,"If you mark something down, you reduce its selling price.",mark down,mark down,"mark down | If you mark something down, you reduce its selling price."
mark off (1),"If you mark off items on a list, you mark each one after you've dealt with it.",mark off (1),mark off,"mark off | If you mark off items on a list, you mark each one after you've dealt with it."
mark off (2),"If you mark off an area, you show where the boundaries are with lines, strings, or other markers.",mark off (2),mark off,"mark off | If you mark off an area, you show where the boundaries are with lines, strings, or other markers."
mark up,"If you mark something up, you sell it for a price that is higher than the price you paid for it.",mark up,mark up,"mark up | If you mark something up, you sell it for a price that is higher than the price you paid for it."
match up,"to find things that go together, or match in some way",match up,match up,"match up | to find things that go together, or match in some way"
max out INFORMAL,"to reach the maximum limit of something, or to use up all of something",max out,max out,"max out | to reach the maximum limit of something, or to use up all of something"
measure up,to be good enough or to be of the required standard,measure up,measure up,measure up | to be good enough or to be of the required standard
meet up,"to arrange to meet somebody, or to meet by chance",meet up,meet up,"meet up | to arrange to meet somebody, or to meet by chance"
meet with,"to get a certain reaction or response, either positive or negative",meet with,meet with,"meet with | to get a certain reaction or response, either positive or negative"
mess around,"If you're messing around, you're wasting time or behaving in a silly way.",mess around,mess around,"mess around | If you're messing around, you're wasting time or behaving in a silly way."
mess up INFORMAL,"to do something incorrectly, or to make a mistake",mess up,mess up,"mess up | to do something incorrectly, or to make a mistake"
minor in,to study another subject at university or college in addition to your main subject,minor in,minor in,minor in | to study another subject at university or college in addition to your main subject
miss out,"to miss the chance to get something you'd like to have, or do something you'd like to do",miss out,miss out,"miss out | to miss the chance to get something you'd like to have, or do something you'd like to do"
mistake for,to wrongly think that a person or thing is someone or something else,mistake for,mistake for,mistake for | to wrongly think that a person or thing is someone or something else
mix up (1),"If you mix up two or more things, you forget which one is which.",mix up (1),mix up,"mix up | If you mix up two or more things, you forget which one is which."
mix up (2),"If you mix things up, you put things of different kinds together when they are usually separated.",mix up (2),mix up,"mix up | If you mix things up, you put things of different kinds together when they are usually separated."
mixed up in,"to be involved in something illegal or immoral, such as organised crime or corruption",mixed up in,mixed up in,"mixed up in | to be involved in something illegal or immoral, such as organised crime or corruption"
mock up,to make a model of something to show how it will look or work,mock up,mock up,mock up | to make a model of something to show how it will look or work
model on,to use something or someone as an example to copy when making something or doing something,model on,model on,model on | to use something or someone as an example to copy when making something or doing something
mop up,to clean up something that has spilled by using a mop or a cloth,mop up,mop up,mop up | to clean up something that has spilled by using a mop or a cloth
mount up,to gradually become larger or greater in amount,mount up,mount up,mount up | to gradually become larger or greater in amount
mouth off INFORMAL,"to speak in a loud and annoying way, especially when criticizing or complaining about something",mouth off,mouth off,"mouth off | to speak in a loud and annoying way, especially when criticizing or complaining about something"
move in (1),to move your belongings into a new place and start living there,move in (1),move in,move in | to move your belongings into a new place and start living there
move in (2),"to move closer, especially when you're trying to attack or catch someone or something",move in (2),move in,"move in | to move closer, especially when you're trying to attack or catch someone or something"
move in on,to try to take control of something that someone else has control of,move in on,move in on,move in on | to try to take control of something that someone else has control of
move into,"to begin living or working in a new place, or to go into a new type of business",move into,move into,"move into | to begin living or working in a new place, or to go into a new type of business"
move on,"If you move on, you stop doing one activity and start doing another, or stop discussing one topic and start discussing another.",move on,move on,"move on | If you move on, you stop doing one activity and start doing another, or stop discussing one topic and start discussing another."
move out,"If you move out, you leave the place in which you've been living or working, and move to a new place to live or work.",move out,move out,"move out | If you move out, you leave the place in which you've been living or working, and move to a new place to live or work."
move over,"If you move over, you change position to make room for someone or something, or to block someone or something.",move over,move over,"move over | If you move over, you change position to make room for someone or something, or to block someone or something."
move up (1),"If you move up, you make space for someone else to sit down by moving a little.",move up (1),move up,"move up | If you move up, you make space for someone else to sit down by moving a little."
move up (2),"to move someone to a higher position, a higher level, a higher ranking, etc.",move up (2),move up,"move up | to move someone to a higher position, a higher level, a higher ranking, etc."
mow down,"to kill a number of people, usually by shooting them or driving a vehicle into them",mow down,mow down,"mow down | to kill a number of people, usually by shooting them or driving a vehicle into them"
muck around INFORMAL,to waste time when you could be doing something useful,muck around,muck around,muck around | to waste time when you could be doing something useful
muck up INFORMAL,"If you muck something up, you do it badly and fail to achieve your goal.",muck up,muck up,"muck up | If you muck something up, you do it badly and fail to achieve your goal."
muddle through,"If you muddle through, you succeed in doing something even though you haven't got the skills or equipment usually needed.",muddle through,muddle through,"muddle through | If you muddle through, you succeed in doing something even though you haven't got the skills or equipment usually needed."
mull over,to think carefully about something before making a decision,mull over,mull over,mull over | to think carefully about something before making a decision
muscle in,to use your power or influence to force your way into a situation even if you're not wanted,muscle in,muscle in,muscle in | to use your power or influence to force your way into a situation even if you're not wanted
nag at,"If someone is being nagged at by a fear, a doubt or a regret, they can't stop thinking about it.",nag at,nag at,"nag at | If someone is being nagged at by a fear, a doubt or a regret, they can't stop thinking about it."
nail down (1),"If you nail something down, you finally make a decision or come to an agreement about something.",nail down (1),nail down,"nail down | If you nail something down, you finally make a decision or come to an agreement about something."
nail down (2),"If you nail something down, you fasten it to a surface, such as the floor, with a nail.",nail down (2),nail down,"nail down | If you nail something down, you fasten it to a surface, such as the floor, with a nail."
nail up,"If you nail something up, you use a nail to attach it to a vertical surface like a wall or a door.",nail up,nail up,"nail up | If you nail something up, you use a nail to attach it to a vertical surface like a wall or a door."
name after,"If you name somebody after someone else, you give them the same name.",name after,name after,"name after | If you name somebody after someone else, you give them the same name."
name for,"If you name somebody for someone else, you give them the same name.",name for,name for,"name for | If you name somebody for someone else, you give them the same name."
narrow down,"to reduce the number of possibilities, options or choices",narrow down,narrow down,"narrow down | to reduce the number of possibilities, options or choices"
nibble away at,"to gradually reduce the quantity, strength or value of something",nibble away at,nibble away at,"nibble away at | to gradually reduce the quantity, strength or value of something"
nip out INFORMAL,"If you nip out, you leave wherever you are for a short time.",nip out,nip out,"nip out | If you nip out, you leave wherever you are for a short time."
nod off INFORMAL,"If you nod off, you fall asleep without meaning to.",nod off,nod off,"nod off | If you nod off, you fall asleep without meaning to."
nose around,"If someone is nosing around, they're looking around in order to find information about something.",nose around,nose around,"nose around | If someone is nosing around, they're looking around in order to find information about something."
notch up INFORMAL,to achieve something like a win or a record,notch up,notch up,notch up | to achieve something like a win or a record
note down,"If you note down something, you write it on a piece of paper or in a notebook.",note down,note down,"note down | If you note down something, you write it on a piece of paper or in a notebook."
number among,to include something or someone in a class or group of similar things or people,number among,number among,number among | to include something or someone in a class or group of similar things or people
nut out,"If you nut something out, you solve a problem or you calculate something.",nut out,nut out,"nut out | If you nut something out, you solve a problem or you calculate something."
object to,"If you object to something, you don't think it's a good thing or a good idea, so you oppose it or you are against it.",object to,object to,"object to | If you object to something, you don't think it's a good thing or a good idea, so you oppose it or you are against it."
occur to,"If a thought or an idea occurs to you, it comes to you.",occur to,occur to,"occur to | If a thought or an idea occurs to you, it comes to you."
offer up,"to give thanks, praise or prayers to God or gods",offer up,offer up,"offer up | to give thanks, praise or prayers to God or gods"
open out,to unfold and spread a folded map or newspaper in order to read it,open out,open out,open out | to unfold and spread a folded map or newspaper in order to read it
open up (1),"If you open up to somebody, you share your feelings with them.",open up (1),open up,"open up | If you open up to somebody, you share your feelings with them."
open up (2),"If a country opens up, it becomes easier to travel there and do business.",open up (2),open up,"open up | If a country opens up, it becomes easier to travel there and do business."
open up (3),"If you open up a new business, you set it up and start trading.",open up (3),open up,"open up | If you open up a new business, you set it up and start trading."
opposed to,"If you are opposed to something, you're against it or you don't support it.",opposed to,opposed to,"opposed to | If you are opposed to something, you're against it or you don't support it."
opt for,"If you opt for something, you choose it from a range of possible options.",opt for,opt for,"opt for | If you opt for something, you choose it from a range of possible options."
opt in,"If you opt in, you choose to accept something, or do something, that is offered to you as an option.",opt in,opt in,"opt in | If you opt in, you choose to accept something, or do something, that is offered to you as an option."
opt out,"If you opt out of something, you choose not to be involved in it.",opt out,opt out,"opt out | If you opt out of something, you choose not to be involved in it."
order about,"If you order people about, you tell them what to do in a bossy way.",order about,order about,"order about | If you order people about, you tell them what to do in a bossy way."
order around,"If you order people around, you tell them what to do in a bossy way.",order around,order around,"order around | If you order people around, you tell them what to do in a bossy way."
order in,"If you order in, you order food from a take-away restaurant and have it delivered to your home or office.",order in,order in,"order in | If you order in, you order food from a take-away restaurant and have it delivered to your home or office."
order off,"to tell a player to leave the field of play, or the court, usually because they have committed a foul or broken a rule",order off,order off,"order off | to tell a player to leave the field of play, or the court, usually because they have committed a foul or broken a rule"
order out,"If you order out, you order food from a take-away restaurant and have it delivered to you.",order out,order out,"order out | If you order out, you order food from a take-away restaurant and have it delivered to you."
order up (1),"to issue an order for something to be done, usually in relation to the government or the military",order up (1),order up,"order up | to issue an order for something to be done, usually in relation to the government or the military"
order up (2),to have food or drinks delivered to your room in a hotel,order up (2),order up,order up | to have food or drinks delivered to your room in a hotel
overcome with,to be strongly affected by an emotion or a feeling,overcome with,overcome with,overcome with | to be strongly affected by an emotion or a feeling
owe to (1),"If you owe something to someone, you feel that you only have it because of the person's help or support.",owe to (1),owe to,"owe to | If you owe something to someone, you feel that you only have it because of the person's help or support."
owe to (2),"If something happens owing to something else, it happens as a result of it.",owe to (2),owe to,"owe to | If something happens owing to something else, it happens as a result of it."
own up,"If you own up to something, you admit that you've done something wrong or made a mistake.",own up,own up,"own up | If you own up to something, you admit that you've done something wrong or made a mistake."
pack away (1),"If you pack something away, you put it back where it's usually kept after you've finished using it.",pack away (1),pack away,"pack away | If you pack something away, you put it back where it's usually kept after you've finished using it."
pack away (2) INFORMAL,to eat a lot of food,pack away (2),pack away,pack away | to eat a lot of food
pack in (1) INFORMAL,to attract large audiences or large crowds of spectators,pack in (1),pack in,pack in | to attract large audiences or large crowds of spectators
pack in (2) INFORMAL,"If you pack something in, you stop doing it.",pack in (2),pack in,"pack in | If you pack something in, you stop doing it."
pack into (1),to fit into a small or crowded space,pack into (1),pack into,pack into | to fit into a small or crowded space
pack into (2),to fit a lot of activities into a limited time,pack into (2),pack into,pack into | to fit a lot of activities into a limited time
pack up (1),to put things into boxes or bags before moving them or sending them somewhere,pack up (1),pack up,pack up | to put things into boxes or bags before moving them or sending them somewhere
pack up (2) INFORMAL,"If something packs up, it stops working and needs to be fixed.",pack up (2),pack up,"pack up | If something packs up, it stops working and needs to be fixed."
pan out INFORMAL,"If you see how a situation pans out, you see how it develops over time.",pan out,pan out,"pan out | If you see how a situation pans out, you see how it develops over time."
part with,"to give something to someone else, especially when you'd prefer to keep it",part with,part with,"part with | to give something to someone else, especially when you'd prefer to keep it"
pass around,to pass something from person to person in a group,pass around,pass around,pass around | to pass something from person to person in a group
pass away,"If someone passes away, they die.",pass away,pass away,"pass away | If someone passes away, they die."
pass by,to go past something or someone,pass by,pass by,pass by | to go past something or someone
pass off as,to make someone believe that a copy or a replica is the real thing,pass off as,pass off as,pass off as | to make someone believe that a copy or a replica is the real thing
pass on,"If you pass something on, you give it to another person after receiving it yourself.",pass on,pass on,"pass on | If you pass something on, you give it to another person after receiving it yourself."
pass out (1),to give something to each person in a group,pass out (1),pass out,pass out | to give something to each person in a group
pass out (2),to lose consciousness all of a sudden,pass out (2),pass out,pass out | to lose consciousness all of a sudden
pass over,"If someone is passed over, they aren't given the promotion they were expecting, and the position is given to someone else instead.",pass over,pass over,"pass over | If someone is passed over, they aren't given the promotion they were expecting, and the position is given to someone else instead."
pass up INFORMAL,"If you pass up an opportunity or an invitation, you choose not to take the opportunity or accept the invitation.",pass up,pass up,"pass up | If you pass up an opportunity or an invitation, you choose not to take the opportunity or accept the invitation."
pat down,"to check that somebody isn't carrying a prohibited item, such as a gun, by patting different parts of their body",pat down,pat down,"pat down | to check that somebody isn't carrying a prohibited item, such as a gun, by patting different parts of their body"
patch up (1),to fix something quickly so it can be used until it's repaired properly or replaced,patch up (1),patch up,patch up | to fix something quickly so it can be used until it's repaired properly or replaced
patch up (2),to mend ties or repair a relationship after a disagreement or a dispute,patch up (2),patch up,patch up | to mend ties or repair a relationship after a disagreement or a dispute
pay back (1),"If you pay someone back, you return money that you borrowed from them in the past.",pay back (1),pay back,"pay back | If you pay someone back, you return money that you borrowed from them in the past."
pay back (2),"If you pay someone back for doing something bad to you, you do something bad to them in return.",pay back (2),pay back,"pay back | If you pay someone back for doing something bad to you, you do something bad to them in return."
pay off (1),"If you pay off a loan, you pay it back in installments over a period of time.",pay off (1),pay off,"pay off | If you pay off a loan, you pay it back in installments over a period of time."
pay off (2),"If something you do pays off, it ends up giving you some benefit or a good result.",pay off (2),pay off,"pay off | If something you do pays off, it ends up giving you some benefit or a good result."
pay out,"to pay a sum of money to somebody, especially a large sum",pay out,pay out,"pay out | to pay a sum of money to somebody, especially a large sum"
pay up,"If somebody pays up, they pay money they owe to someone even though they don't really want to.",pay up,pay up,"pay up | If somebody pays up, they pay money they owe to someone even though they don't really want to."
pick on,"If you pick on someone, you repeatedly treat them badly or criticize them.",pick on,pick on,"pick on | If you pick on someone, you repeatedly treat them badly or criticize them."
pick out,"If you pick out something, you choose or select it.",pick out,pick out,"pick out | If you pick out something, you choose or select it."
pick up (1),"If you pick up something, you take hold of it and lift it up.",pick up (1),pick up,"pick up | If you pick up something, you take hold of it and lift it up."
pick up (2),"If you pick someone up, you meet them somewhere in order to give them a lift somewhere else.",pick up (2),pick up,"pick up | If you pick someone up, you meet them somewhere in order to give them a lift somewhere else."
piss about INFORMAL,to waste time or act in a stupid way,piss about,piss about,piss about | to waste time or act in a stupid way
piss off,"If someone pisses you off, they annoy you.",piss off,piss off,"piss off | If someone pisses you off, they annoy you."
play around (1),to waste time by being silly or stupid,play around (1),play around,play around | to waste time by being silly or stupid
play around (2) INFORMAL,to have sex with someone other than one's spouse or partner,play around (2),play around,play around | to have sex with someone other than one's spouse or partner
play back,"to play something that's just been recorded, such as a video, a message, or some music",play back,play back,"play back | to play something that's just been recorded, such as a video, a message, or some music"
play down,to try to make something seem less important or less damaging than it really is,play down,play down,play down | to try to make something seem less important or less damaging than it really is
play up (1) INFORMAL,"If something is playing up, it isn't working properly or it's causing problems.",play up (1),play up,"play up | If something is playing up, it isn't working properly or it's causing problems."
play up (2),"to try to make something seem better, or more important, than it really is",play up (2),play up,"play up | to try to make something seem better, or more important, than it really is"
point out,to tell someone something you think they should know,point out,point out,point out | to tell someone something you think they should know
pour in,to arrive at or enter a place in great numbers and with great speed or force,pour in,pour in,pour in | to arrive at or enter a place in great numbers and with great speed or force
pour out,to leave a place in large numbers,pour out,pour out,pour out | to leave a place in large numbers
print off,to print a number of copies of something,print off,print off,print off | to print a number of copies of something
print out,to make a printed copy of a document,print out,print out,print out | to make a printed copy of a document
pull back,"If an army pulls back, it moves its forces back from the front-line or from wherever it's been fighting the enemy.",pull back,pull back,"pull back | If an army pulls back, it moves its forces back from the front-line or from wherever it's been fighting the enemy."
pull down (1),"to destroy a building or structure because it is old, dangerous, or no longer wanted",pull down (1),pull down,"pull down | to destroy a building or structure because it is old, dangerous, or no longer wanted"
pull down (2),to lower one's pants or trousers,pull down (2),pull down,pull down | to lower one's pants or trousers
pull in,"If a train, a truck or a car pulls in, it arrives somewhere.",pull in,pull in,"pull in | If a train, a truck or a car pulls in, it arrives somewhere."
pull off,to succeed in doing something difficult,pull off,pull off,pull off | to succeed in doing something difficult
pull on,"to put an item of clothing on, usually in a hurry",pull on,pull on,"pull on | to put an item of clothing on, usually in a hurry"
pull out (1),"If you pull out of something you're participating in, like a competition or a deal, you stop participating.",pull out (1),pull out,"pull out | If you pull out of something you're participating in, like a competition or a deal, you stop participating."
pull out (2),"to move your car from a parking spot or a side street into a traffic lane, or to move out from one traffic lane to join another",pull out (2),pull out,"pull out | to move your car from a parking spot or a side street into a traffic lane, or to move out from one traffic lane to join another"
pull over,"If you're driving a car and you pull over, you move over to the side of the road and stop.",pull over,pull over,"pull over | If you're driving a car and you pull over, you move over to the side of the road and stop."
pull through,to recover from a serious illness or injury,pull through,pull through,pull through | to recover from a serious illness or injury
pull up (1),"to pull something out of the ground, such as a plant, a stake, or a fence post",pull up (1),pull up,"pull up | to pull something out of the ground, such as a plant, a stake, or a fence post"
pull up (2),"If a vehicle such as a car or a taxi pulls up, it stops.",pull up (2),pull up,"pull up | If a vehicle such as a car or a taxi pulls up, it stops."
put aside (1),"to save or reserve something, like time, money, food, etc., for a particular purpose, or for use in the future",put aside (1),put aside,"put aside | to save or reserve something, like time, money, food, etc., for a particular purpose, or for use in the future"
put aside (2),to ignore a disagreement or a problem you have with someone so you can work together on something,put aside (2),put aside,put aside | to ignore a disagreement or a problem you have with someone so you can work together on something
put away (1),"If you put something away, you put it where it's usually kept when it's not being used.",put away (1),put away,"put away | If you put something away, you put it where it's usually kept when it's not being used."
put away (2),"If you put something away, you put it somewhere safe and keep it for the future.",put away (2),put away,"put away | If you put something away, you put it somewhere safe and keep it for the future."
put back (1),"If you put something back, you return it to the place it was before you took it.",put back (1),put back,"put back | If you put something back, you return it to the place it was before you took it."
put back (2),to change the time or date of something to a later time,put back (2),put back,put back | to change the time or date of something to a later time
put down (1),to stop carrying something or someone,put down (1),put down,put down | to stop carrying something or someone
put down (2),"to put a sick or injured animal to death, usually by lethal injection",put down (2),put down,"put down | to put a sick or injured animal to death, usually by lethal injection"
put forward (1),"to offer an idea, an opinion, a suggestion, etc. for other people to consider",put forward (1),put forward,"put forward | to offer an idea, an opinion, a suggestion, etc. for other people to consider"
put forward (2),"to change the date or time of an event, an appointment, a meeting, etc. so that it happens earlier than originally planned",put forward (2),put forward,"put forward | to change the date or time of an event, an appointment, a meeting, etc. so that it happens earlier than originally planned"
put in (1),to spend a certain amount of time and effort on doing something,put in (1),put in,put in | to spend a certain amount of time and effort on doing something
put in (2),"to install a large piece of equipment into a room, a home or a building",put in (2),put in,"put in | to install a large piece of equipment into a room, a home or a building"
put off,"If you put something off, you change the time it's meant to happen to a later time or date.",put off,put off,"put off | If you put something off, you change the time it's meant to happen to a later time or date."
put on (1),"to start wearing an item of clothing, a pair of shoes, a piece of jewellery, a pair of glasses, etc.",put on (1),put on,"put on | to start wearing an item of clothing, a pair of shoes, a piece of jewellery, a pair of glasses, etc."
put on (2),to make an appliance or a piece of equipment start to function,put on (2),put on,put on | to make an appliance or a piece of equipment start to function
put on (3),"to present an event such as a concert, a seminar, a sporting tournament, etc.",put on (3),put on,"put on | to present an event such as a concert, a seminar, a sporting tournament, etc."
put on (4),"If you put on weight, or put on pounds or kilos, you become heavier.",put on (4),put on,"put on | If you put on weight, or put on pounds or kilos, you become heavier."
put out (1),to stop something from burning,put out (1),put out,put out | to stop something from burning
put out (2),"If you put somebody out, you inconvenience them by asking them to help you or do something for you.",put out (2),put out,"put out | If you put somebody out, you inconvenience them by asking them to help you or do something for you."
put over,to communicate something like an idea or an opinion,put over,put over,put over | to communicate something like an idea or an opinion
put through (1),to make someone suffer a difficult or painful experience,put through (1),put through,put through | to make someone suffer a difficult or painful experience
put through (2),"to pay for someone's education through school, college, university, etc.",put through (2),put through,"put through | to pay for someone's education through school, college, university, etc."
put together (1),to assemble something by joining its parts or pieces,put together (1),put together,put together | to assemble something by joining its parts or pieces
put together (2),to select several things and combine them to create something,put together (2),put together,put together | to select several things and combine them to create something
put up (1),"to increase something, such as the price, cost or value of something",put up (1),put up,"put up | to increase something, such as the price, cost or value of something"
put up (2),to fix a notice or a picture onto an upright surface such as a wall or a noticeboard,put up (2),put up,put up | to fix a notice or a picture onto an upright surface such as a wall or a noticeboard
